"14-3-3_beta" "14-3-3_epsilon" "14-3-3_zeta" "4E-BP1" "4E-BP1_pS65" "4E-BP1_pT37_T46" "4E-BP1_pT70" "53BP1" "A-Raf" "A-Raf_pS299" "ACC1" "ACC_pS79" "ACVRL1" "ADAR1" "AMPK_alpha" "AMPK_pT172" "AR" "ARID1A" "ASNS" "ATM" "Acetyl-a-Tubulin-Lys40" "Akt" "Akt_pS473" "Akt_pT308" "Annexin-1" "Annexin_VII" "B-Raf" "B-Raf_pS445" "BRCA2" "BRD4" "Bad_pS112" "Bak" "Bap1-c-4" "Bax" "Bcl-2" "Bcl-xL" "Bcl2A1" "Beclin" "Bid" "Bim" "C-Raf" "C-Raf_pS338" "CD20" "CD26" "CD31" "CD49b" "CDK1" "CDK1_pY15" "COG3" "Caspase-3" "Caspase-7_cleavedD198" "Caspase-8" "Caveolin-1" "Chk1" "Chk1_pS296" "Chk1_pS345" "Chk2" "Chk2_pT68" "Claudin-7" "Collagen_VI" "Cyclin_B1" "Cyclin_D1" "Cyclin_E1" "Cyclin_E2" "DIRAS3" "DJ-1" "DUSP4" "Dvl3" "E-Cadherin" "EGFR" "EGFR_pY1068" "EGFR_pY1173" "EPPK1" "ER-alpha" "ER-alpha_pS118" "ERCC1" "ERCC5" "ERK2" "ETS-1" "FASN" "FOXO3a" "FOXO3a_pS318_S321" "Fibronectin" "FoxM1" "G6PD" "GAB2" "GAPDH" "GATA3" "GSK3-alpha-beta" "GSK3-alpha-beta_pS21_S9" "GSK3_pS9" "HER2" "HER2_pY1248" "HER3" "HER3_pY1289" "HSP70" "Heregulin" "IGF1R_pY1135_Y1136" "IGFBP2" "INPP4B" "IRF-1" "IRS1" "JAB1" "JNK2" "JNK_pT183_pY185" "Jak2" "Ku80" "LKB1" "Lck" "MAPK_pT202_Y204" "MEK1" "MEK1_pS217_S221" "MIG-6" "MSH2" "MSH6" "MYH11" "Mre11" "Myosin-IIa_pS1943" "N-Cadherin" "N-Ras" "NDRG1_pT346" "NF-kB-p65_pS536" "NF2" "Notch1" "P-Cadherin" "PAI-1" "PARP_cleaved" "PCNA" "PDCD4" "PDK1" "PDK1_pS241" "PEA15" "PEA15_pS116" "PI3K-p110-alpha" "PI3K-p85" "PKC-alpha" "PKC-alpha_pS657" "PKC-delta_pS664" "PKC-pan_BetaII_pS660" "PR" "PRAS40_pT246" "PRDX1" "PREX1" "PTEN" "Paxillin" "RBM15" "Rab11" "Rab25" "Rad50" "Rad51" "Raptor" "Rb" "Rb_pS807_S811" "Rictor" "Rictor_pT1135" "S6" "S6_pS235_S236" "S6_pS240_S244" "SCD" "SETD2" "SF2" "SHP-2_pY542" "STAT3_pY705" "STAT5-alpha" "Shc_pY317" "Smac" "Smad1" "Smad3" "Smad4" "Snail" "Src" "Src_pY416" "Src_pY527" "Stathmin" "Syk" "TAZ" "TFRC" "TIGAR" "TSC1" "Transglutaminase" "Tuberin" "Tuberin_pT1462" "VEGFR2" "XBP1" "XRCC1" "YAP" "YAP_pS127" "YB-1" "YB-1_pS102" "beta-Catenin" "c-Abl" "c-Jun_pS73" "c-Kit" "c-Met" "c-Met_pY1235" "c-Myc" "cIAP" "eEF2" "eEF2K" "eIF4E" "eIF4G" "mTOR" "mTOR_pS2448" "p16_INK4a" "p21" "p27" "p27_pT157" "p27_pT198" "p38_MAPK" "p38_pT180_Y182" "p53" "p62-LCK-ligand" "p70S6K" "p70S6K_pT389" "p90RSK" "p90RSK_pT359_S363"
"TCGA-3C-AALI" -0.000751765000000182 0.0225531484999999 0.021111648 0.101796404 -0.382850197 -0.108996876 0.1038603185 -0.335719704 0.139449626 0.1481225705 1.679889114 1.8975231585 0.1431486415 0.00677418149999998 -0.8149163075 -0.153466931 -0.353459807 0.0561020754999999 0.907362007 0 0.5387774655 0.1901195945 -0.417158454 -0.3600828055 -0.0371585990000001 -0.4100282905 0.0940355609999999 0.100856141 -0.1667044515 -0.1881241505 -0.1855857185 -0.167761763 0.109963486 0.354208189 -0.5486105875 1.2835056605 -0.2827416685 0.1535333905 0.0308028745 -0.356223735 -0.178425787 -0.2598038345 0.0518197775 -0.0638639755000003 0.141450341 -0.360324122 -0.5161576335 -0.128378459 0.2958537445 0.101037028 -0.1880587915 -0.150729146 -1.090914062 -0.2432150325 0.1647951075 0.157435056 0.0146160165 0.0919848015 -0.179226444 0.1840196815 0.5519326425 0.0575648495 0.169048833 0.544428144 -0.3242216485 -0.5521090205 0.8065106925 0.438799212 0.210497391499999 -0.586440613 0.8673557785 -0.341499244 0.8820394355 -0.7628166265 0.0284156880000002 0.4008294165 0.462996137 0.163010237 0.2659811115 0.973722136 -0.7224560715 -0.058114964 1.937217573 -0.329842941 -0.4595129935 0.0774612474999998 1.1942028385 0.8081149265 0.1164270755 0.166906898 0.4497766345 2.158589639 1.1566131685 -0.5489437795 -0.232639366 0.5573496055 0.122187029 -0.1381302415 -0.1143603725 -0.3772779695 0.1291171225 -0.279843023 0.0200114450000004 -0.214178592 -0.2284579265 0.5760036275 -0.314510724 -0.1256444135 0.162240258 -0.1474828185 0.0810818579999999 -0.2455727625 -0.0867365915 0.1064123235 0.1260608915 0.3233414155 -0.35542312 0.2341913545 -0.0417218705000002 -0.476122814 -0.569468915 -0.133455997 0.0766840674999998 -0.324357441 -0.3839048085 0.104106774 -0.203620149 0.129109058 -0.9484346415 0.000836044499999966 0.190351566 0.2951474765 -0.0194565490000002 -0.3771266105 -0.249182927 -0.354606741 0.0379682795 0.0490760729999999 0.00708443399999958 0.00426083399999988 0.1562142295 0.1914004455 -0.238090471 0.626495542 1.020382986 1.3117487565 -0.363597776 -1.499123909 -0.7085772325 -0.0532494255 0.0132752189999998 0.104224355 0.4024577325 -0.13404236 -0.1276901435 0.5262707655 -0.487588096 0.1503383065 -0.261882036 -0.8026434955 0.1817924045 -0.521617927 -1.159995234 -0.123161152 0.0179076409999996 -0.2185139135 0.066397995 0.759608888 0.449673427 0.6278764735 -0.1217289765 0.338638081 -0.6102646985 -0.0805703575000001 0.645579428 -0.0817022235000002 -0.444934122 -0.115330974 -0.4467600285 0.4837581935 -0.26579035 0.0803608094999999 -0.2832309065 0.00733500849999991 -0.0302589545 -0.432060667 0.0063570154999999 0.372315694 -0.64577789 -0.2576465475 -0.2265773975 -0.321920793 -0.661299901 0.135218987 -0.131500023 -0.5650400135 -0.153635842 -0.231569466 -0.425997647 -0.2526555035 0.5096722045 -0.311647787 -0.0326374659999999 1.015214522 0.438600001 -0.425464465 -0.0766263174999999 -0.231295727 -0.169883671 0.0403601389999997 -0.0439751280000003 1.2936868985 0.783984405999999 0.1625650915 -0.6676493165 -0.102580835
"TCGA-3C-AALK" -0.202251803 0.0770409575000002 0.153997099 0.299107435 -0.438902711 -0.460678436 -0.3581953905 0.474016257 0.37647575 -0.1603183865 0.679629057 0.3578412215 -0.1813766675 0.0937860225000002 -0.3403899735 0.610294098 0.334585088 0.7099270465 -0.0477989719999998 0.422209588 0.3582105825 0.3000486845 -0.88151397 -0.5032896825 0.128400058 0.1621479095 0.333946503 0.287301056 -0.2645848485 0.4819075045 0.0422682035000002 -0.401317244 0.37652906 0.256749143 0.5628670305 0.0242749095000001 -0.4116684385 -0.3946009135 -0.2588063085 -0.0733833219999999 -0.15996056 -0.5819216895 -0.4119290605 0.1692536155 0.09021729 0.120412583 -0.5222862215 -0.257969752 0.3676758625 -0.420426433 -0.2341325845 -0.268915268 0.0364478930000001 -0.1844036725 -0.1885765235 -0.169435253 0.4407038005 -0.1270135485 -0.0651762539999999 0.0862623805000001 0.1990006125 -0.2270722265 -0.0878755510000002 -0.296445497 -0.3570618975 0.1899880115 1.1051161815 0.166738568 1.0574802855 -0.0739737009999999 -0.4257362835 -0.42656353 1.2959048635 0.0404195965 -0.124132027 -0.0130444064999999 0.13550252 0.57949281 -0.1614106795 1.30858772 -0.2671791995 -0.170035524 0.242807766 -0.336528121 -0.1433124165 0.4515027325 1.6795072475 0.7606868095 0.5442179855 0.329063955 0.3959995545 0.48669595 -0.0839136414999999 -0.1657396645 -0.113224386 -0.6469341305 -0.0495507599999998 -0.3258557545 0.3330799945 0.8835391345 -0.3527457745 -0.0932737189999999 -0.52699019 0.384286279 -0.2094756215 0.3244160055 0.0610247740000001 -0.1776329975 0.118748594 -1.4575182695 0.17453493 -0.3557511115 0.0225326735000001 -0.7280934405 0.3518516765 0.9230878905 -0.305671351 0.0756007315 -0.0995264834999999 -0.341650498 -0.448143893 0.177210751 0.4565777435 -0.163751449 0.1117960965 -0.168991126 -0.317529958 0.0551319479999999 -0.0989803994999999 0.2005725725 0.469212665 0.3210591205 -0.297734033 0.1380724655 0.136757929 0.678727709 0.4256490665 -0.028808728 0.634676467 0.1840841 -0.0656312394999998 0.1185140885 0.451627338 0.799963063 0.278296209 0.4142850805 -0.155077705 -0.278509466999999 0.1522014365 -0.1519719965 0.130036727 -0.24651697 0.9711953965 0 -0.3777282935 0.7572525565 -0.400790585 -0.3723701795 -0.10976607 -0.2863643595 -0.1991917645 -0.526930529 -0.314597489 -0.0805995809999999 0.103704866 0.4446670765 0.0551049220000002 -0.184155068 0.0161221670000002 -0.1358528435 0.0290768745 -0.547982064 -0.8111679335 -0.1475050565 0.657907031 0.2609112695 0.601088847 -0.222023795 -0.0127595524999999 0.1445354105 0.0626432690000001 -0.3475402465 -0.3985836655 -0.4036235645 -0.1471423395 -0.231017413 -0.3294209715 0.0271188980000001 -0.362133325 0.6352583595 -0.1449790225 -0.345631491 0.140132006 -0.096302766 -0.189472522 -0.4898333525 0.0406318030000001 0.21123408 0.0231533380000002 0.2389295535 0.6015940005 0.501638627 -0.00957739099999988 -0.530263305 -0.140687407 0.262014027 -0.2195470485 -0.340080171 0.208381247 0.365362656 -0.136874668 0.6808085865 0.612643522 -0.1311736365 0.4192098755 -0.118622606
"TCGA-4H-AAAK" -0.2084336405 0.0625657580000003 0.0342086175000003 0.4296955385 -0.1028516185 -0.4994662935 -0.433138093 0.1437941475 0.3395254885 -0.221160505 0.6582853875 0.0695966040000002 -0.622938271 0.170818228 -0.352990143 -0.4334537725 0.4535012895 0.437989736 0.1174491365 -0.9933502775 0.104179946000001 0.347588062 -0.8745149015 -0.318589475 -0.1503236545 0.140749272 0.2838181245 0.3527717925 -0.0653356799999998 1.094133638 0.0417712410000004 -0.1516034065 0.4781538615 0.1607156775 -0.0866890059999996 0.28666909 -1.099365569 -0.177377097 -0.583413268 -0.2321845575 -0.2669987625 -0.387329427 0.264615062 -0.11268712 -0.2129523645 -0.0822095714999997 -0.716948938 -0.1615075735 0.590567897 0.4488642325 -0.601601375 -0.3002412055 -0.9900105685 0.0246558160000003 -0.319072628 0.2100958195 0.810657112 -0.204060751 -0.2266906315 -0.972788902 0.608373003 -0.717113526 0.0911490075000001 0.6736848645 -0.216266139999999 -0.106272041 1.249732777 0.5903789025 -1.43143127 -0.5180895265 -0.69479818 -0.3351203325 1.718478786 1.290941763 0.6374089315 0.100246661 0.8132257115 0.0384940195000001 -0.0903897779999998 1.1792320385 -0.231330907 -0.3112343765 1.7267436465 -0.7177295135 0.753825317 -0.262272439 2.120430248 2.194521837 0.513083246 0.1701845275 0.492246172 0.2258373565 -0.503017039 -0.0631429179999998 -0.0733141694999997 -1.274753501 -0.0911659104999996 -0.591790579 0.185933858 0.421554479 -0.0368502389999998 -0.1142250155 -0.1787885515 0.5099954595 -0.237224008 0.383384127 0.1514350225 -0.389834044 -0.5658223605 0.187695784 0.0358855885000002 -0.513710911 -0.26361656 -0.0619772270000001 0.356319731 -1.321772198 -0.5458793415 0.167842636 -0.51274004 -0.5453827975 -0.7839242735 -0.3433457785 0.625420042 -0.585888860499999 -0.246753222 0.1190430035 0.281710459500001 0.2803974285 -0.124404822 0.0815829290000003 0.2521141345 -0.0277085639999999 0.3594422015 0.329172315 -0.3328623055 0.5836642185 0.132036415 0.1576322475 0.6376753815 0.1625378065 -0.0984860629999997 0.00919315600000026 0.6687139525 0.8704713905 -0.0978363974999998 1.165249208 -0.6038054775 0.0569650834999995 0.386659871 -1.157596601 0.3364593945 -0.2280305875 0 -0.3067506745 -0.586656088 1.405456841 0.6245041335 0.0185254980000005 0.0563978375 -0.372840217 0.103886012 -0.3704437455 -0.5236112675 0.0827150185000003 -0.1519828435 0.330594875 0.1193147535 0.5057740235 0.6472428905 0.480781654 -0.253149204 -0.0148923244999999 -0.763539124 -0.812612757 0.6005336445 -0.27314349 0.5976130975 -0.2511916175 -0.300135779 0.335456913 0.1560556355 -0.135868988 0.222779142 -0.324023579 0.367792356 -0.3582724485 -0.126327165 0.3752932175 -0.3863031275 0.0791753330000002 -0.258049951 -0.5921073425 -0.3690750065 -0.0670535894999997 -0.3037857965 -0.962350375 0.1649586595 0.132370933500001 0.2084865775 -0.0312222029999998 0.646564397 0.5268242585 0.0800346265000003 0.1791688665 0.4528856635 -0.2118683605 -0.0706471799999997 -0.4717170995 -0.0527016504999998 0.0685140355 -0.0803641834999997 0.300677408 0.8192530235 -0.520016557 0.00325158100000045 -0.8556594005
"TCGA-5L-AAT1" -0.465475889 0.1418449075 0.232720559 0.427772042 -0.231596057 0.276123957 -0.4117015295 0.736283171 0.398665329 -0.0639785675000004 0 -0.0807785985000002 -0.0977947355000001 -0.0499905795 -0.6169355325 0.278765017 0.515608408 0.3218943925 0.28314201 1.003639446 0.0150294655000003 0.6640335525 0.807437329 0.5241050965 -0.063234324 0.3550092705 0.300519893 0.373434497 -0.6790917255 0.4000240935 0.2297938755 -0.616034866 0.380243283 0.511597303 0.0698656905000001 -0.2271153005 -1.1468934015 -0.6199792835 -0.6711835815 0.148906179 -0.422345018 -0.5325701025 -0.3497997695 0.1189613045 0.000976056999999697 -0.461291263 -0.9661617625 -0.291229723 0.7927609305 -0.12063104 0.1533497085 -0.332897546 -1.267545478 -0.4646886935 -0.2436545585 0.394656496 0.9971635015 -0.2040576025 -0.026255916 -0.7858054335 -0.4407235705 -0.9466595515 0.156038417 0.196611069 -0.5298382465 0.2012834085 0.2466962595 0.377866283 -0.929927249500001 -0.380763256 -0.4212915095 -0.580078576 0.6553425355 0.9638549075 -0.028820354 0.2877329995 0.728016427 0.305333445 -0.4888431355 0.436848572 -0.2117032465 -0.285218314 -0.166293222 -0.748462237 -0.0358174535 0.0825351214999999 2.8691397145 0.6703011225 0.6598031755 0.525363827 0.6661849635 0.350670529 -0.3846706395 -0.1861449585 -0.181812403 -0.0462125355 -0.0849797609999998 -0.7257000035 0.3863787105 0.1908115905 -0.3764603985 -0.299530263 -0.344639545 0.278624887 -0.2655242465 0.4898296425 0.616479247 -0.4099527345 0.24651609 0.3636731845 0.155331706 -0.4498372005 -0.1983848305 0.1683532835 0.3662258905 -1.0389833095 -0.704038671 0.2899093185 -0.6423899845 -0.728626835 -0.195276382 -0.875687676 0.5876324465 -0.453763084 -0.1678758165 0.170193924 -0.182834858 0.272856986 -0.0105771375000001 0.2168241355 0.603122113 0.5315914265 -0.134325986 0.2589768795 0.295316925 0.371339679 0.2152305935 0.0776131879999997 0.868170199 -0.334426735 0.1607963785 0.5629007055 0.398463142 0.861999301 0.0899742609999998 0.8873532615 -0.454469354 -0.145089644 0.2109412365 -1.0322809555 -0.101729806 -0.474495192 0.0978647674999997 -0.619726658 -0.7668118415 0.9765487795 0.651251426 0.6831695815 -0.151786478 -0.4032260135 0.2103074975 -0.328152563 -0.37685877 0.584076535 0.0595925799999997 0.7430856645 0.032199125 -0.377587747 -0.073668391 -0.1784844375 -0.2275939755 0.173174149 0.0292922175000001 -0.7133323585 0.89615006 -0.5421704625 1.025419254 -0.458035762 -0.2662141415 0.2591572675 0.311110474 -0.4045222045 -0.3396404215 -1.1706060345 0.4734419535 -0.73233171 -0.4765534425 -0.428407269 -0.576931611 -0.4638816245 -0.4003617745 -0.575516916 -0.737403403 -0.453105073 -0.490544681 -1.0245626775 -0.197964477 0.622255214 0.38666575 0.1025988795 0.4572738525 0.421355178 0.22021802 0.0774137829999999 0.619315806 0.179562885 -0.1453619925 -0.58225483 0.346637237 0.289421359 -0.225658474 0.5918179405 0.623455103 -0.5597834125 0.5104940965 -0.601295604
"TCGA-5T-A9QA" -0.3548231425 0.156575117 0.2490232115 1.1975261735 0.4479125665 1.0012149475 0.307314315 0.5817618435 0.3167790815 -0.0851456910000004 -0.0489361225 -0.35588265 -0.366262323 0.289665662 -0.937418592 -0.9354064955 0.3202005025 -0.505502667 1.4902308985 0.2596425585 -0.00587334199999967 0.180807164 -1.1284120265 -0.776810329 -1.1556739325 0.277495619 0.4784283035 0.3755808145 -0.315566302 0.689912119 -0.223343827 -0.3168494335 0.8457538275 0.2715989265 0.411282424 0.148423556 -0.643279027 -0.46267452 -0.341427338 0.0646616355 -0.1806513595 -0.327804763 -0.231975348 -0.146626611 0.0443451774999999 -0.1520790745 -0.335639251 0.4388107885 1.251372183 0.1176706545 -0.386039814 -0.3301765065 -2.1261498905 0.563756477 -0.44412334 0.3736458375 1.442689057 0.0104019770000001 1.9497921715 -1.289510494 1.448689208 -0.677478802 0.5751479895 0.125153918499999 -0.0797093999999998 -0.2206531 -0.239683103 0.4727325425 1.953857603 -0.2352695555 -0.395273366 -0.4019358095 1.352455218 1.793354343 0.3520443245 0.329500504 0.9226293715 0.4314552785 -0.247840353 0.2906890835 -0.261865086 -0.1514363035 -0.9062885305 0.0803558744999999 -0.306865814 1.009705752 1.52153906 2.088918641 0.623827656 -0.1925030485 -0.607764978 0.6838766875 -0.0216528570000001 0.908917073 -0.0274337995 -1.229296331 -0.0444140144999998 -0.478450971 0.00331072300000002 0.971131649 -0.210645634 -0.2106205295 -0.2221349735 0.2663721885 -0.0517370799999999 0.374758831 0.4791850575 -0.288448781 -0.6912426675 -0.668025919 0.2690070805 -0.433568864 -0.0726674030000001 0.43807114 0.801458631 -1.128039568 -0.3412410045 0.346005273 -0.402184901 -0.6850108755 -0.4818200415 -0.6352177685 0.514708928 -0.0433938804999998 -0.456423271 0.9982170245 0.1305414065 0.5359343545 0.11170072 0.297497209 0.3171332825 0.187046198 0.2966281345 0.105540092 -0.6239181675 -0.5156300135 -0.526090195 0.1323718025 0.3081373205 -0.00497778750000011 -0.174265268 -0.079364421 0.7165111625 1.0496919645 0.2551975875 1.441937557 -0.3498892995 0.0750148045000005 0.314764766 -0.602056097 0.0134157655 -0.0517265055000002 1.087047152 -0.2393650345 -0.375181369 1.403199383 1.6281846885 1.628823433 -0.1123505855 -0.137374904 0.323149057 -0.7013287525 -0.8913264845 -0.6242015015 0.2029587615 0.276424301 0.0546716755000001 -0.3609676005 -0.0368686794999999 0 -0.0798166250000002 -0.1540215755 -1.254424041 -0.479966087 0.2650410825 -0.104896723 0.8079028145 -0.0776545735 -0.669122417 0.0300427959999998 0.3899120235 -0.37276755 -0.24282296 -0.863723515 0.454101075 -0.6267070655 -0.47959898 0.2383334445 -0.2948049985 0.690833103 -0.32713856 -0.2922027125 -0.8346987745 -0.0765636865000001 -0.1867986725 -0.417713174 0.1374661865 0.5207233595 0.9514154415 0.320828862 1.161813687 0.5477468435 0.2230549845 -0.3709840555 0.8089405255 -0.5039309505 0.0765876430000001 -0.3250010625 0.1660147505 -1.0644924125 0.1812955825 -0.22643362 0.8421688905 0.28062858 0.524148196 -0.5001438215
"TCGA-A1-A0SF" -0.0653648275 -0.1736984765 -0.190751879 0.3908067995 0.0356431825 0.193453647 -0.1705789885 0.2832532175 0.023942643 -0.220959465 0.200268381 0.643560255 -0.195641959 -0.064953316 0.208981645 -0.1688011565 1.498185962 -0.1821447865 -0.422909192 0.7248127355 0.455939966 0.124866066 0.2599978705 0.2056670245 0.222959131 -0.108861304 0.0412596275000001 0.0508113305 0.0858726615000001 0.0209226595000002 0.1756733795 -0.0924542359999999 -0.0368640225 -0.0480766009999998 0.6067642775 -0.010951454 -0.1312652715 -0.080541592 -0.093600797 0.4007274995 -0.110480823 0.0841321305 -0.2467133325 -0.102900107 -0.074686616 -0.000217504500000021 -0.0703567525 0.178316318 0.104321491 -0.099492953 -0.198391286 -0.046880841 -0.1490296535 -0.1332622815 -0.1518802015 -0.091457253 0.2092736445 -0.137241749 0.0519928505000002 0.396313708 -0.774490224 -0.325200972 -0.0999724415 -0.3137521145 0.056551315 0.0748359684999999 -0.2745942405 -0.2082918265 0.8766408425 -0.085786143 0.3297299175 -0.135189011 0.6278662585 1.18146356 -0.0699643055 -0.223460604 -0.00821747300000003 -0.0534612955000001 -0.1018343075 -0.179540412 0.0890420675 0.035052137 -0.4788301735 -0.31668555 -0.2584838485 0.1995964145 -0.2626739025 0.5916703555 0.00644248199999992 0.7024339435 0.424136337 0.00108679499999992 0.0927007155 0.317018417 0.145925916 0.806192407 -0.1491713805 -0.0738986895 -0.164287581 0.704054712 -0.2619297375 0.3110269485 -0.1279443005 0.085391049 0.54800975 -0.194927903 0.0516905304999999 0.0468221015 0.374366586 0.253328405 -0.167328738 -0.062035854 -0.092484635 0.148142024 0.000217504500000021 0.9067640885 -0.067025458 0.066699246 -0.150459562 -0.104715055 0.065492119 0.3440833425 -0.151701398 -0.201937658 -0.1561420425 -0.378450255 -0.07355652 -0.176316022 0.5454270315 -0.0737179845 0.0439746235 -0.106972959 -0.1381674625 0.147432787 0.177184668 0.1789355395 0.3188120555 0.2063637985 0.2264071945 0.1049161805 0.0246627885000001 -0.187698797 0.8093581975 0.112429782 -0.0853891939999999 -0.4167646655 -0.10293244 0.118606637 0.1320710255 -0.297700378 0.2833162305 0.00234957650000006 0.335146631 0.1953252665 0.185633726 -0.3412491825 -0.586693144 -0.7265940625 -0.2646233725 -0.118261872 -0.060414833 0.3444465585 0.4938880875 0.4421676195 0.1036901815 -0.112601177 -0.0982216240000001 -0.118470537 -0.0835856035000001 -0.2428213585 0.189605754 0.4575139915 0.52635383 0.00708540699999999 -0.308786817 0.00607231850000006 -0.4307426175 0.309510447 0.1313460405 -0.1680659515 0.1006900705 0.3048571885 -0.116583556 -0.1652525165 0.1861941685 0.0340340854999999 0.4296067565 -0.311867603 -0.0268928035 0.6262808315 -0.1579714285 0.0892812425 0.7971002645 -0.159530834 -0.0935151205 0.3835461875 0.236109634 -0.144989427 0.6446010655 0.057621695 -0.201801367 0.2800510975 0.00370666000000003 0.190428208 -0.2035868945 -0.0222734390000001 -0.027042234 -0.0433299719999999 -0.00259839449999993 0.449227635 -0.3752295715 -0.691766355 -0.337863289 -0.178502932 0.011637973 -0.207256814
"TCGA-A1-A0SQ" -0.00803143274999996 -0.13864214775 -0.12289140625 -0.03201139675 -0.02576116475 -0.45521647325 -0.14467237175 0.50091683525 -0.30553732925 -0.16450384925 1.12635659975 1.49939054775 -0.12489434125 0.0800834827499999 0.73456680575 0.95740978625 0.0149339357500002 -0.09504816575 -0.00486536225000012 -0.12613383675 1.20842615275 0.20706284575 -0.48601997875 -0.39668866575 -0.73158181825 0.0444827107500001 0.50015264025 0.02231394025 -0.000366969749999946 -0.43536662275 0.29365013325 0.14104469275 0.0282031832499999 -0.59435971925 1.31552303025 0.17515952375 -0.09773932775 0.60590939975 0.25302191375 1.44365439925 0.06412968875 0.11158550125 0.0738131712500001 -0.00156383724999998 -0.04173930125 -0.36965450875 -0.39243762175 -0.11560407325 0.16320750675 -0.19632675125 -0.34656234025 0.27375488875 -0.39566998075 0.13130504325 -0.00576317074999999 -0.01220811525 0.48534488325 -0.10059387525 0.41709893225 -0.30195518425 -0.41268473725 0.25877740875 -0.35434473575 -0.11917279275 0.22228218775 0.61317476925 0.73780222725 -0.0536833887499999 0.61557666025 -0.16716323925 -0.35069109875 0.17429998475 0.0761106762499997 1.62011955075 1.19818997525 0.31562144575 -0.22440720325 0.45902065925 0.34342392625 0.66540286375 -0.05065397275 0.14199405675 -0.26614114775 -0.26954807525 -0.25904279975 2.24891673325 -0.35876799175 1.48067725225 -0.05373036125 0.37718127225 0.58735608275 0.07613323575 -0.09732539675 0.52399580875 -0.15123563225 -0.12905184625 -0.15866428675 -0.13425862275 1.82794440975 0.56062220975 -0.06811161775 0.08262885925 -0.17191557675 0.22131479475 0.27922478975 -0.24045118725 -0.0959672997500001 0.05927437725 -0.25900165425 0.50355028375 0.37255014075 0.000366969750000057 -0.10224453325 0.16248020675 0.12435535025 0.51812130125 -0.0506880322500001 0.11262735975 0.38354365275 -0.01533401125 -0.18232460125 0.12832177325 0.13872542275 -0.30067602225 -0.16780291475 0.43793810575 -0.0467330442499999 -0.20830685525 -0.62190575175 0.17150208025 0.16445399925 0.93367311975 0.08281558425 -0.15978340825 0.0864200807499997 -0.36155980575 -0.29269097575 0.12854477625 0.11669040425 0.44718726925 0.0683600382500001 0.21999125475 2.32702674625 0.59126355875 -0.22798025725 0.0926159842499998 -0.02106263025 0.49432823875 -0.30520893075 -0.26437959125 0.63419955325 0.38078920925 0.24545199575 0.43406509125 0.49354650975 -0.02511998375 -0.49827844025 -0.41733934375 -0.0754372027500001 0.04071049775 -0.09046883825 -0.38973923175 -0.20518684975 0.0530103272499998 -0.26149656075 -0.34901680225 0.03515122575 0.23736906375 -0.000982910750000121 0.22137346625 -0.38528030625 -0.27737671975 -0.12092112625 0.24228906775 -0.47465277525 -0.11086813075 -0.62348925075 0.0161959677499999 0.23566322125 -0.30014306975 0.38975625825 0.15841322125 0.48690898275 -0.07655231975 0.63332234525 -0.24704544475 -0.34686689175 0.0613122847500001 -0.02425172075 0.96930344225 -0.24983322675 -0.03799842175 -0.20925760375 0.23240559975 -0.0421472767500001 0.15907440025 0.22823437075 -0.54776198525 0.61713042725 0.01805400175 -0.02508498325 0.53345133625 0.06939528775 -0.31174931325 -0.0829954587499999 0.78077571575 -0.0244955382499999 0.06407042775 -0.38400769075 0.67804166775 0.0963288772499999 -0.26655360925 -0.0798707002499999 -0.46323723925 0.52299814375 -0.04690228225
